ident,latitude_deg,longitude_deg,term
SNWG,-23.5822,-54.0489,z
YJRO,-23.5852,146.133,z
SCSM,-23.5853,-68.3828,z
SSWV,-23.5891,-50.0361,z
YROV,-23.5992,134.517,z
SNOQ,-23.5994,-55.1455,z
YBTR,-23.6031,148.807,z
SSAP,-23.6091,-51.3843,z
YTRK,-23.6167,118.617,z
SDNI,-23.6194,-46.9833,z
SBSP,-23.6277,-46.6546,z
SJ9Z,-23.6345,-49.1454,z
YLYN,-23.6413,115.2354,z
SSZH,-23.646,-54.7144,z
SCSI,-23.6489,-68.305,z
SWAM,-23.6497,-49.1517,z
FYPO,-23.65,17.73,z
YAPH,-23.6528,146.5827,z
SIIS,-23.655,-53.8336,z
FYAM,-23.6558,19.3517,z
SDEJ,-23.6661,-48.0729,z
SSMP,-23.6733,-52.0104,z
SSQC,-23.6746,-49.8156,z
FBKG,-23.678,22.8178,z
SSTK,-23.6828,-54.5397,z
SDBN,-23.6876,-47.5576,z
SSCT,-23.6916,-52.6421,z
YSAI,-23.7,131.867,z
FAER,-23.7267,27.6883,z
FMSV,-23.733,44.389,z
YDRG,-23.7372,149.6647,z
YEDM,-23.75,116.1,z
YGNO,-23.7581,148.536,z
SSAB,-23.7622,-50.263,z
YKWA,-23.7811,120.135,z
SA24,-23.7819,-64.7495,z
SDYB,-23.7845,-48.3384,z
SSON,-23.7878,-55.0292,z
YGAR,-23.7916,113.5289,z
SNQT,-23.7958,-53.4797,z
SSUM,-23.7987,-53.3138,z
YBAS,-23.8066,133.9034,z
SSVE,-23.8128,-55.0578,z
SSQF,-23.8152,-54.6985,z
FATZ,-23.8244,30.3293,z
YGHS,-23.8257,113.5305,z
YRNW,-23.8283,134.962,z
SJFM,-23.8389,-54.2445,z
SNZN,-23.8394,-55.185,z
SIXQ,-23.8435,-55.4362,z
FAPP,-23.8453,29.4586,z
SDJF,-23.8461,-48.4481,z
SBQJ,-23.8464,-50.2084,z
YWMY,-23.8569,115.1426,z
SNZG,-23.8612,-48.2367,z
SDQX,-23.8678,-48.8053,z
YGLA,-23.8698,151.2254,z
FYBJ,-23.875,17.9911,z
SDRA,-23.8756,-48.0518,z
FQIN,-23.8764,35.4085,z
SD3N,-23.8778,-54.5097,z
SJ2X,-23.8786,-55.0369,z
NTAV,-23.8852,-147.662,z
SDBI,-23.8852,-55.0559,z
FYSO,-23.9008,16.0047,z
YMIX,-23.9067,114.7649,z
FAGV,-23.9113,30.6962,z
SDZM,-23.9224,-48.8183,z
SSHX,-23.9238,-55.3019,z
FAPI,-23.9261,29.4844,z
YHMB,-23.9265,132.8078,z
SBST,-23.9282,-46.3002,z
FAPH,-23.9372,31.1554,z
SDYW,-23.9413,-48.8818,z
FYST,-23.9678,18.5489,z
SICP,-23.9722,-51.3279,z
YMEI,-23.9767,131.562,z
SNVY,-23.9769,-55.3653,z
YNUE,-23.9833,135.4,z
SIGT,-23.9894,-49.1792,z
SIZF,-23.995,-53.9561,z
YMEM,-24.0026,148.7137,z
SSKM,-24.0092,-52.3568,z
SASL,-24.0192,-66.7972,z
SGSP,-24.0271,-57.0234,z
SDW3,-24.0297,-48.9739,z
SGGR,-24.0328,-54.3527,z
SDCA,-24.0343,-48.3562,z
YGIF,-24.05,116.217,z
SSJZ,-24.0522,-54.0071,z
SRM,-24.0568,139.0821,z
SDCR,-24.0685,-46.8272,z
YTRC,-24.0723,143.3927,z
SDNJ,-24.0723,-48.2218,z
SIDY,-24.0777,-51.8194,z
SSGY,-24.0811,-54.1917,z
FYIA,-24.0883,17.9517,z
YARN,-24.0916,132.2712,z
YSTT,-24.1183,134.39,z
SCGU,-24.1231,-69.8459,z
YSPI,-24.1302,148.086,z
YDPD,-24.15,141.108,z
SDIM,-24.1597,-46.7906,z
SASR,-24.1886,-62.8834,z
MWR,-24.1903,31.3864,z
FAEN,-24.1933,28.735,z
YBAB,-24.1936,149.8432,z
SWLS,-24.1989,-53.8742,z
YAWT,-24.2022,151.8925,z
SI9Z,-24.2039,-52.9829,z
FAWE,-24.2046,27.9,z
YISD,-24.2163,144.6263,z
SSGW,-24.2205,-53.0445,z
FBTP,-24.2211,25.3473,z
YMVR,-24.2245,118.2516,z
FMSL,-24.2357,45.3045,z
SA39,-24.2365,-65.2691,z
YISF,-24.2583,144.425,z
YKCA,-24.2602,131.4889,z
SIBO,-24.2616,-52.7948,z
YALM,-24.2653,134.4029,z
YACD,-24.2695,145.4886,z
FATG,-24.2811,27.2294,z
SCLE,-24.2947,-69.1317,z
YDPW,-24.298,134.1433,z
YSPF,-24.298,144.8783,z
YMAU,-24.3017,116.9067,z
SSKP,-24.3089,-53.8422,z
SSMW,-24.3153,-47.0139,z
SBTL,-24.3178,-50.6516,z
YBLE,-24.3208,150.5096,z
FBKA,-24.3306,20.6357,z
KDS,-24.3388,139.2785,z
SSPT,-24.3433,-53.8287,z
YBIE,-24.3461,139.46,z
FAHT,-24.3517,30.9494,z
FYSP,-24.3522,18.4333,z
YSTO,-24.3526,143.2975,z
FAHS,-24.3686,31.0487,z
YJUK,-24.3707,128.7393,z
YTPE,-24.3825,132.423,z
FANG,-24.389,31.326,z
SASJ,-24.3928,-65.0978,z
YMUS,-24.4105,147.2456,z
FATB,-24.4161,31.1642,z
YKCS,-24.4213,131.8195,z
SGRO,-24.43,-57.1201,z
YBCK,-24.4317,145.4297,z
YEUD,-24.4435,115.6098,z
YHGR,-24.4493,133.7087,z
YRLL,-24.4609,148.6274,z
YTUG,-24.4667,149.267,z
SIB7,-24.4676,-52.8846,z
YTNG,-24.4949,150.578,z
SGCU,-24.4977,-55.6863,z
FAHB,-24.5024,28.0791,z
FAJC,-24.5087,31.1421,z
SSCR,-24.5127,-54.0547,z
FYSS,-24.5128,15.7467,z
YUNY,-24.5167,139.617,z
SSMR,-24.5296,-51.6517,z
FBSK,-24.5552,25.9182,z
SJB6,-24.5553,-52.3822,z
FAEG,-24.567,30.317,z
FATI,-24.5761,27.4197,z
YHBY,-24.584,133.236,z
FBJW,-24.6023,24.691,z
FYML,-24.6054,17.9254,z
YMOU,-24.6117,149.995,z
FYMB,-24.6172,14.6972,z
YPTJ,-24.6189,126.327,z
YABR,-24.6287,118.648,z
FYGK,-24.63,15.9392,z
YMJE,-24.6342,116.9438,z
SI4Z,-24.6389,-53.6549,z
SCPA,-24.6394,-70.3489,z
YMYV,-24.648,134.0264,z
YWLH,-24.65,132.317,z
YCSL,-24.6522,148.4697,z
FAWT,-24.6601,30.1804,z
YCGL,-24.6853,147.157,z
FANY,-24.6861,28.4349,z
SBTD,-24.6863,-53.6975,z
FMSY,-24.6997,44.7342,z
FABG,-24.7025,31.5879,z
SIVW,-24.7096,-48.0228,z
YALH,-24.7123,144.2909,z
SATK,-24.7214,-60.5488,z
FAOL,-24.733,31.4,z
FAGO,-24.7372,31.5603,z
FACC,-24.7405,31.518,z
FALD,-24.7478,31.4743,z
YWAB,-24.75,117.367,z
FYMH,-24.7719,16.9794,z
FARO,-24.7778,27.7523,z
FAPO,-24.7851,30.7919,z
FAUS,-24.7854,31.3549,z
FYSL,-24.8033,15.8911,z
FADB,-24.8072,26.8297,z
SSQT,-24.8077,-49.9597,z
YGLE,-24.8083,139.6,z
YMNK,-24.8167,140.533,z
FAMD,-24.8169,31.5441,z
YJDA,-24.838,143.062,z
YTMB,-24.8389,146.2934,z
SASA,-24.856,-65.4862,z
FYGC,-24.8564,18.8178,z
YDVR,-24.8595,129.1222,z
SDBV,-24.869,-47.7625,z
YCAR,-24.8801,113.6708,z
YMUA,-24.8817,151.9144,z
YMTO,-24.8923,151.1018,z
FQXA,-24.8954,33.7499,z
YBUD,-24.905,152.3226,z
FAWA,-24.91,28.3,z
SILQ,-24.9291,-53.496,z
YLNR,-24.9313,116.9669,z
FASE,-24.9474,31.4488,z
YORC,-24.9594,153.315,z
FASZ,-24.9609,31.5887,z
YTDR,-24.9868,150.0931,z
FAMI,-24.9891,29.2831,z
YING,-24.997,148.3333,z
SBCA,-25.0003,-53.5012,z
YWNS,-25.0309,143.6751,z
ANZ,-25.0325,132.2748,z
FMSD,-25.0381,46.9561,z
YGLS,-25.0437,128.296,z
SN7Q,-25.0486,-53.5633,z
FBKY,-25.05,25.3167,z
YLSS,-25.05,146.267,z
YETT,-25.0503,152.2211,z
YGSC,-25.0546,115.2026,z
YIDR,-25.0633,133.733,z
YMIL,-25.0833,118.333,z
YLDO,-25.1,116.9,z
YMCE,-25.1,117.583,z
YMYI,-25.1018,119.7628,z
FALL,-25.1033,30.4142,z
SA01,-25.105,-66.1572,z
YCDV,-25.1083,146.833,z
YTOK,-25.1167,147.167,z
FYWD,-25.1169,16.0006,z
YIMA,-25.131,132.5657,z
YTHR,-25.1383,119.1051,z
YIMP,-25.1538,133.5797,z
YMBZ,-25.1698,132.6431,z
SSZN,-25.1826,-50.9234,z
SBPG,-25.1845,-50.1438,z
YAYE,-25.1859,130.977,z
FAGL,-25.1869,29.4033,z
YGWD,-25.188,142.6888,z
YABB,-25.1943,147.1428,z
FBLO,-25.1981,25.7139,z
YERL,-25.2061,133.2542,z
YACI,-25.2109,148.6684,z
YHSB,-25.2167,134.267,z
SGAS,-25.2402,-57.5192,z
YPAC,-25.2411,152.5428,z
YMOO,-25.25,140.983,z
YCDS,-25.2531,152.3354,z
FQBI,-25.266,33.2386,z
YDGT,-25.2675,116.2214,z
YDRC,-25.269,115.8674,z
YGLY,-25.2833,122.05,z
YWAX,-25.2976,127.5564,z
SATC,-25.3036,-57.7344,z
FAWV,-25.3197,30.9708,z
YHBA,-25.3201,152.8807,z
YTNS,-25.3215,146.0688,z
SIO4,-25.3314,-51.9781,z
YFOR,-25.3333,118.367,z
YPLU,-25.3333,119.425,z
FAPN,-25.3338,27.1734,z
YCSP,-25.3339,131.7593,z
YHSL,-25.35,118.617,z
YODL,-25.35,142.633,z
WAN,-25.3563,141.9254,z
YMNY,-25.3583,141.433,z
FADU,-25.3628,30.1878,z
SSAF,-25.3697,-54.4705,z
YBGT,-25.37,143.773,z
FAKN,-25.3832,31.1056,z
YOAD,-25.3833,135.417,z
SBGU,-25.3883,-51.5235,z
SNUA,-25.3921,-54.4098,z
SSMY,-25.3989,-54.2347,z
SJOY,-25.4007,-49.8003,z
SBBI,-25.4051,-49.232,z
SJQE,-25.4077,-49.0505,z
YADO,-25.4078,135.2908,z
SGIB,-25.4078,-54.6195,z
YWDH,-25.4106,142.6684,z
SSCF,-25.4264,-49.5242,z
FBGH,-25.4329,25.4092,z
SINZ,-25.4385,-50.5279,z
FAKP,-25.4403,31.93,z
YBYW,-25.45,145.583,z
SISY,-25.451,-49.1422,z
SGES,-25.4572,-54.8395,z
YYRW,-25.4583,117.975,z
SD7C,-25.4596,-50.0344,z
SSFE,-25.4607,-54.5985,z
FAMN,-25.4736,31.5659,z
SSUL,-25.4769,-49.1542,z
FAFW,-25.4772,28.29,z
SWIT,-25.4849,-54.4414,z
FANS,-25.5,30.9138,z
YERA,-25.5,117.167,z
YMYB,-25.5135,152.7136,z
SSTH,-25.5202,-49.6825,z
YBIN,-25.5213,152.0463,z
SBCT,-25.5285,-49.1758,z
YAQA,-25.5289,152.57,z
FABS,-25.5323,27.7759,z
YBYA,-25.5333,118.733,z
YLLD,-25.5333,145.767,z
SIJR,-25.539,-49.6024,z
SSPG,-25.5401,-48.5312,z
SSTY,-25.5568,-53.1665,z
YLLC,-25.5579,134.0711,z
YDGU,-25.5584,119.2875,z
YERO,-25.5603,116.6602,z
SCTT,-25.5643,-70.3759,z
SNNM,-25.5685,-51.4951,z
FAHK,-25.5872,28.1158,z
YCUD,-25.59,141.508,z
YMDA,-25.5917,151.317,z
SBFI,-25.5942,-54.4894,z
YFNE,-25.5947,134.583,z
FAZR,-25.599,26.0423,z
YTII,-25.6,143.917,z
Z23Z,-25.602,-57.1521,z
YPLL,-25.6113,118.6967,z
YGAY,-25.6159,151.6206,z
YERH,-25.6176,121.5784,z
FARG,-25.6443,27.2711,z
FYKE,-25.6511,19.8781,z
FAWB,-25.6539,28.2242,z
FABH,-25.6587,30.0416,z
YSGW,-25.6746,142.0892,z
SJ4S,-25.6781,-52.2589,z
YNCS,-25.6799,134.8386,z
YNRN,-25.6813,150.8589,z
FAMB,-25.6848,29.4402,z
YDRI,-25.685,140.228,z
YBEO,-25.6948,140.7383,z
FAMS,-25.7045,26.909,z
FABR,-25.7171,30.975,z
SARI,-25.7373,-54.4734,z
YUMB,-25.7467,133.702,z
YAUA,-25.755,146.587,z
SACQ,-25.7836,-62.8288,z
SIOE,-25.7936,-53.0359,z
YCGI,-25.7975,122.9422,z
FDNG,-25.7981,31.4125,z
FAMM,-25.7984,25.548,z
SSRE,-25.8012,-53.5127,z
YTAM,-25.8017,149.9,z
FASK,-25.8097,28.1646,z
FASW,-25.8156,25.8864,z
FAMK,-25.8167,25.6167,z
FAML,-25.8167,25.7167,z
YRSB,-25.8257,139.6275,z
FAWK,-25.83,28.2225,z
FAWI,-25.8323,29.192,z
FAQF,-25.8477,23.5373,z
YTNB,-25.8478,141.928,z
YJAM,-25.85,127.683,z
YWEC,-25.85,145.1,z
YINJ,-25.851,148.5497,z
YRBB,-25.8521,153.0692,z
FAKT,-25.86,28.45,z
YMUP,-25.86,131.65,z
FYHH,-25.8636,16.8164,z
SDA9,-25.8739,-49.1753,z
SSGB,-25.8816,-48.6118,z
YADA,-25.8949,144.5698,z
YSHK,-25.8973,113.5758,z
YBDV,-25.8975,139.348,z
FQMA,-25.9208,32.5726,z
FALA,-25.9385,27.9261,z
FASU,-25.9569,29.2117,z
FABA,-25.9763,28.389,z
YCXA,-25.9773,153.0038,z
FAHE,-25.9778,29.6189,z
FANL,-25.9785,28.9844,z
SSFA,-25.9815,-51.6407,z
FDTS,-25.9833,31.2,z
FAGC,-25.9863,28.1401,z
YBSR,-25.9867,128.288,z
FQIA,-25.9971,32.9294,z
YTJI,-26.0062,125.4625,z
FDMH,-26.0242,31.81,z
FBTS,-26.0345,22.4013,z
SWWE,-26.0362,-49.5003,z
FAOI,-26.0394,27.5956,z
FAMZ,-26.05,31.017,z
YWMO,-26.0531,127.6908,z
SA02,-26.0561,-65.9369,z
SSFB,-26.0594,-53.0638,z
YMTX,-26.0617,135.247,z
YWNL,-26.0667,128.95,z
FACL,-26.0781,30.0925,z
FAKR,-26.0808,27.7259,z
FARA,-26.0846,28.3904,z
YTHY,-26.093,143.4514,z
FAKG,-26.0933,29.4556,z
YAMT,-26.0974,131.2027,z
YANJ,-26.1,130.4,z
FDTM,-26.1064,31.9195,z
YWGW,-26.1185,121.9597,z
YPDI,-26.1222,139.4035,z
YWBR,-26.1255,126.5832,z
SSTB,-26.1358,-50.3109,z
FAOR,-26.1392,28.246,z
FADE,-26.1417,28.6917,z
YRAM,-26.15,143.017,z
YUSL,-26.1579,113.3948,z
YMDV,-26.1667,129.133,z
SGCZ,-26.169,-56.3605,z
FALI,-26.1757,26.1846,z
YNYP,-26.188,130.1923,z
FDSM,-26.2,31.9333,z
SARF,-26.2127,-58.2281,z
YTYN,-26.2167,133.917,z
SBPO,-26.2172,-52.6945,z
SSSS,-26.2199,-48.5674,z
SBJV,-26.2245,-48.7974,z
YLRG,-26.2314,121.5585,z
SSUV,-26.2332,-51.0668,z
FABB,-26.2386,28.3018,z
FAGM,-26.2425,28.1512,z
FASI,-26.2494,28.3983,z
FAKL,-26.2511,29.1947,z
YERN,-26.2633,132.182,z
SDA6,-26.2675,-51.0281,z
YKNM,-26.2746,117.789,z
YWND,-26.2774,151.8617,z
SATI,-26.2815,-53.6726,z
YGYM,-26.2901,152.703,z
SCFX,-26.2939,-80.0962,z
SA10,-26.2959,-59.5353,z
YBOD,-26.3,143.383,z
FAVE,-26.3009,26.8142,z
SCES,-26.3111,-69.7652,z
SA41,-26.3167,-59.3398,z
SSRN,-26.3214,-49.5214,z
YABP,-26.3253,148.9298,z
SCRA,-26.3325,-70.6073,z
YKEN,-26.3333,132.467,z
FATA,-26.352,27.9682,z
FDSK,-26.3586,31.7169,z
FADV,-26.359,28.7897,z
FACR,-26.3667,27.3467,z
YMUX,-26.3667,117.333,z
YELE,-26.3674,118.0392,z
SCEI,-26.3801,-69.4755,z
SATD,-26.3975,-54.5747,z
YMVN,-26.3988,147.125,z
YMIS,-26.4,120.95,z
YBCV,-26.4133,146.262,z
YJUN,-26.4217,120.577,z
DALH,-26.423,135.5093,z
YDLH,-26.423,135.5093,z
YNSH,-26.4232,153.0649,z
YDRL,-26.4358,133.26,z
YMNF,-26.45,116.55,z
YCWN,-26.4667,143.35,z
FDST,-26.472,31.9426,z
SSPS,-26.472,-51.9759,z
YMIT,-26.4833,147.937,z
YUMU,-26.4867,132.04,z
YADS,-26.489,139.2599,z
FAEO,-26.4956,29.9798,z
FAHG,-26.51,28.39,z
YMHW,-26.5117,142.283,z
YPNI,-26.5239,122.8114,z
FASC,-26.5241,29.1701,z
FDMS,-26.529,31.3075,z
FYKT,-26.5398,18.1114,z
FYBC,-26.5448,17.1816,z
YROM,-26.545,148.775,z
SWON,-26.5615,-48.696,z
FAVV,-26.5664,27.9608,z
YKRY,-26.5811,151.8399,z
YBSU,-26.5933,153.0832,z
FAPW,-26.6061,29.3292,z
YMEK,-26.6117,118.548,z
YQLP,-26.6122,144.253,z
YWLU,-26.6292,120.221,z
FAAM,-26.6338,30.6056,z
YDLC,-26.6421,149.73,z
YTML,-26.6452,113.7421,z
YADR,-26.6632,150.1944,z
YPVD,-26.6667,142.583,z
FYAS,-26.6681,16.2931,z
FAPS,-26.671,27.0819,z
SA42,-26.6734,-66.024,z
FADL,-26.6792,25.4747,z
FYLZ,-26.6874,15.2429,z
YNAN,-26.6892,151.9884,z
FAVP,-26.6903,27.7771,z
YARY,-26.6964,141.0487,z
YEMG,-26.7,143.267,z
YHMT,-26.72,135.073,z
FDBT,-26.7352,31.7759,z
YCOD,-26.7453,140.638,z
SARS,-26.7536,-60.4922,z
YTCY,-26.7571,133.3586,z
FASJ,-26.76,27.76,z
FDUB,-26.7708,31.9364,z
YCCA,-26.7719,150.6176,z
YFRG,-26.775,132.017,z
FATT,-26.7751,29.3375,z
FYAB,-26.7761,19.6331,z
SN2V,-26.7791,-49.4179,z
SSOE,-26.7816,-53.5035,z
SBCD,-26.7874,-50.9399,z
FAOT,-26.7983,26.0003,z
YCDR,-26.8034,153.105,z
YMLS,-26.8064,150.169,z
YBLB,-26.8214,114.6112,z
FQPO,-26.8269,32.8384,z
YLYD,-26.8273,151.2301,z
SSBL,-26.8317,-49.0936,z
FDBS,-26.8361,31.92,z
SGMZ,-26.8398,-55.3289,z
SANT,-26.8409,-65.1049,z
FDBM,-26.867,31.933,z
FAKD,-26.8711,26.718,z
SSXX,-26.8751,-52.3729,z
SBNF,-26.8794,-48.651,z
FDKB,-26.8815,31.4889,z
SGPI,-26.882,-58.3191,z
FBBS,-26.8881,20.6921,z
FAPY,-26.8893,27.5034,z
YMSS,-26.8902,115.9608,z
FAZQ,-26.8931,27.69,z
YLAM,-26.9133,134.058,z
FASR,-26.927,29.21,z
YMMT,-26.9333,143.317,z
YLWY,-26.945,120.47,z
YGDW,-26.9483,133.607,z
YIDK,-26.9654,133.322,z
FAVB,-26.9824,24.7288,z
SIJY,-26.9831,-48.8164,z
FAOY,-26.9839,26.6514,z
FDNS,-26.9872,31.9372,z
FAPF,-26.9969,30.8408,z
SSVI,-26.9997,-51.1419,z
SGLZ,-27.0038,-55.8871,z
YBLH,-27.0113,142.9582,z
YEVP,-27.0167,132.717,z
SWJA,-27.0173,-48.8539,z
FAKB,-27.0183,32.7504,z
YCFH,-27.0183,138.892,z
YLSY,-27.0183,129.885,z
YSAR,-27.0431,135.242,z
SGBA,-27.0524,-55.578,z
SA11,-27.0723,-66.5861,z
YDRH,-27.075,141.9,z
YCAB,-27.076,152.9874,z
SCCL,-27.0781,-70.7953,z
FAMJ,-27.0793,29.7785,z
YWEE,-27.0817,116.15,z
YWSG,-27.0983,152.46,z
SD2G,-27.1094,-53.7776,z
FAIV,-27.1171,32.0087,z
FDNH,-27.1195,31.2121,z
YTDM,-27.1242,134.77,z
YRDY,-27.1244,118.2794,z
YWNO,-27.125,121.333,z
FABP,-27.1297,22.8463,z
YRSV,-27.1333,145.9,z
SBCH,-27.1342,-52.6566,z
YTGA,-27.1377,153.3641,z
SSYT,-27.1425,-53.6858,z
YDAY,-27.1585,151.2634,z
YSRT,-27.1595,149.0769,z
SSLN,-27.16,-49.5425,z
YTAA,-27.1631,150.4764,z
FASG,-27.1631,25.2861,z
SCIP,-27.1648,-109.422,z
SDEN,-27.1665,-48.6218,z
FAWD,-27.17,25.98,z
SSJA,-27.1715,-51.5533,z
SDYS,-27.1736,-48.6311,z
SSCK,-27.1805,-52.0518,z
YPIX,-27.1889,116.2824,z
SSRS,-27.1923,-49.832,z
FATW,-27.205,22.4819,z
YRED,-27.2056,153.0687,z
SIWE,-27.2127,-50.9565,z
SGEN,-27.2275,-55.8376,z
YABG,-27.2484,147.578,z
SCAT,-27.2612,-70.7792,z
YMAC,-27.2617,135.638,z
YWYA,-27.2667,145.99,z
YBOT,-27.2693,146.9018,z
YGID,-27.27,119.405,z
YYLR,-27.2771,120.0957,z
FAHO,-27.2786,27.9956,z
YABS,-27.2833,120.383,z
FAFF,-27.2868,28.5146,z
SSKU,-27.2868,-50.6048,z
YMNE,-27.2873,120.5549,z
SCHA,-27.2969,-70.4131,z
FAFU,-27.317,27.25,z
FDGL,-27.3201,31.8898,z
SS2D,-27.3277,-51.239,z
YBBE,-27.3284,117.6718,z
YMIB,-27.3297,133.3028,z
YALA,-27.3343,133.6277,z
YWLB,-27.3422,134.0866,z
SSTJ,-27.3492,-49.8186,z
YMCF,-27.3502,151.5158,z
SCPS,-27.3517,-70.5894,z
FAPL,-27.3622,31.6067,z
YBWG,-27.3656,121.036,z
YMGO,-27.3667,116.417,z
FABO,-27.3668,26.6292,z
SJSH,-27.3721,-48.6145,z
FAVU,-27.3769,29.86,z
SGAY,-27.3784,-56.8568,z
YBBN,-27.3842,153.117,z
SARP,-27.3858,-55.9707,z
YBCM,-27.3907,152.4665,z
YLLE,-27.4056,141.8095,z
YBOK,-27.4093,151.7367,z
YBBL,-27.4177,115.8344,z
YYLG,-27.4263,115.518,z
YZCE,-27.4299,152.3785,z
FAVD,-27.4403,29.1531,z
SARC,-27.4455,-58.7619,z
SARE,-27.45,-59.0561,z
YCUE,-27.4508,117.9175,z
FAKU,-27.4567,23.4114,z
YMCU,-27.47,120.917,z
SANH,-27.4737,-64.9055,z
YTUC,-27.475,118.125,z
YAGL,-27.4814,151.796,z
FAMX,-27.4814,32.5939,z
FAIA,-27.4867,31.1711,z
SANR,-27.4966,-64.936,z
SATO,-27.5182,-55.1242,z
YDUN,-27.519,153.4276,z
YTWB,-27.5434,151.9191,z
FARI,-27.5472,24.1725,z
YNAP,-27.5492,141.1584,z
YBWW,-27.5583,151.7933,z
YOOD,-27.5625,135.4429,z
YBAF,-27.5724,153.0042,z
YMLX,-27.5833,121.783,z
YGAS,-27.5895,152.257,z
SARV,-27.5915,-60.6864,z
FAVI,-27.6106,26.6835,z
SSKT,-27.6117,-48.6728,z
YBLU,-27.6123,120.5944,z
FYHS,-27.6244,17.6933,z
FAMU,-27.6261,32.0443,z
SA35,-27.6317,-66.3508,z
SNCP,-27.6341,-50.3583,z
YJAK,-27.6383,142.408,z
SSHZ,-27.6383,-54.3391,z
YAMB,-27.641,152.7137,z
SA46,-27.6422,-67.6247,z
FASS,-27.6486,22.9993,z
YBHN,-27.6537,152.3077,z
FYXX,-27.6597,17.8378,z
FAKS,-27.6606,27.3158,z
SSER,-27.6636,-52.2715,z
YBJW,-27.6667,121.6,z
SBFL,-27.6703,-48.5525,z
FAUR,-27.6805,30.3168,z
YKBR,-27.6928,114.2592,z
YINN,-27.6976,140.7395,z
LGRS,-27.706,153.11,z
SA44,-27.7079,-67.0951,z
YCWI,-27.7117,138.328,z
YKLR,-27.7167,138.262,z
YNOC,-27.7193,142.7078,z
YCMB,-27.72,151.8732,z
YPWH,-27.7337,151.6324,z
YIMT,-27.7417,140.745,z
YBOY,-27.75,119.9,z
SARG,-27.7553,-57.633,z
YGMT,-27.7636,151.9255,z
SANE,-27.7656,-64.31,z
YHEC,-27.7675,153.3394,z
FANC,-27.7706,29.9769,z
SBLJ,-27.7821,-50.2815,z
FAVY,-27.7869,30.7964,z
YDGR,-27.7914,116.9933,z
YNCD,-27.8099,142.5936,z
FAHP,-27.8217,25.9169,z
YDGA,-27.8303,117.3164,z
FAVS,-27.8346,21.6304,z
YLST,-27.8433,120.703,z
FAWS,-27.8467,26.3506,z
FADQ,-27.8494,32.3097,z
YMMN,-27.8601,151.272,z
SIJN,-27.8633,-49.5783,z
FAOD,-27.871,26.6934,z
YDLO,-27.8736,121.2717,z
FYSA,-27.8764,16.6478,z
FACK,-27.8772,25.2044,z
YDPS,-27.8833,120.083,z
SSPL,-27.9018,-53.3297,z
SA23,-27.9032,-55.7655,z
SSZR,-27.9066,-54.5206,z
YCDH,-27.9073,134.0564,z
FANA,-27.914,31.6562,z
YSPT,-27.9218,153.3715,z
YCFN,-27.9275,151.8482,z
YMRS,-27.9333,121.3,z
YAKG,-27.9467,134.745,z
YYWA,-27.9529,144.6277,z
YWIB,-27.9582,134.1495,z
FAOF,-27.9617,22.7166,z
YAUL,-27.9778,152.5638,z
YDUK,-27.978,122.2955,z
YCPH,-27.9783,134.317,z
YSAN,-27.98,119.297,z
SSXD,-27.9811,-52.8636,z
YCOS,-27.986,122.9049,z
YTGM,-27.9864,143.8121,z
FYAA,-27.995,17.5966,z
FAWM,-27.9968,26.6633,z
YMUG,-28.0092,138.657,z
FAHL,-28.0166,32.2752,z
YBOA,-28.0179,152.6759,z
FYKB,-28.0297,18.7385,z
SD4A,-28.0297,-51.5206,z
YCMU,-28.03,145.622,z
FALH,-28.0368,23.0987,z
YNOO,-28.0425,143.5589,z
FAON,-28.0449,32.4254,z
FADH,-28.0461,30.0064,z
YSGE,-28.0497,148.595,z
YBLL,-28.0512,147.4818,z
SWJH,-28.0525,-51.9683,z
OXO,-28.0598,141.5361,z
SNAN,-28.0669,-53.8774,z
YABD,-28.0676,150.6417,z
FAHA,-28.0787,26.8612,z
YKBN,-28.0893,152.8465,z
YLAW,-28.0918,120.5385,z
YDNV,-28.0941,144.365,z
SSCX,-28.0951,-52.3357,z
SCHU,-28.0989,-71.1467,z
YOOM,-28.0994,140.197,z
SICY,-28.1083,-53.1964,z
YMOG,-28.1161,117.842,z
FYAV,-28.1189,19.8339,z
YDGI,-28.1333,140.882,z
YWCK,-28.1494,151.943,z
YTHN,-28.1533,120.94,z
YYRN,-28.1557,123.6768,z
YBCG,-28.166,153.5066,z
YEUO,-28.1667,145.042,z
SDT7,-28.1742,-52.6003,z
FADD,-28.1831,30.2225,z
SJ2B,-28.1919,-55.2717,z
YPCS,-28.2,120.433,z
YEYD,-28.2047,134.488,z
YATY,-28.2167,119.25,z
YKUY,-28.2218,148.5781,z
YMNB,-28.2333,135,z
FAHR,-28.2351,29.1062,z
SI8T,-28.2436,-53.5225,z
SBPF,-28.244,-52.3278,z
FABX,-28.245,26.7719,z
FABM,-28.2484,28.3361,z
YPKE,-28.25,135.9,z
SSAQ,-28.2506,-52.5167,z
FATF,-28.26,22.9932,z
FABU,-28.2734,26.1358,z
SBNM,-28.2825,-54.1696,z
YEPL,-28.2947,141.1977,z
SJ2H,-28.3106,-55.1203,z
FASN,-28.3122,27.6461,z
FAUL,-28.3206,31.4165,z
SSKZ,-28.3225,-52.8162,z
YMUR,-28.3317,153.413,z
FAPT,-28.3386,23.0797,z
YSNC,-28.3388,120.8544,z
YNHP,-28.342,114.717,z
YMUK,-28.3478,138.65,z
