ident,latitude_deg,longitude_deg,term
FAUC,-28.3545,24.2291,z
YYAL,-28.3553,116.684,z
FALC,-28.3601,23.4391,z
FADK,-28.3684,32.2481,z
SSIJ,-28.3687,-53.8466,z
SSLG,-28.3764,-55.0375,z
SSYQ,-28.3789,-52.8794,z
FAUP,-28.3991,21.2602,z
YTOA,-28.4083,140.81,z
YILW,-28.4188,151.0955,z
YCHB,-28.4301,152.089,z
SNEE,-28.4325,-51.0233,z
FYAK,-28.4587,17.4645,z
YMWA,-28.475,115.517,z
YWDA,-28.4806,122.2444,z
YNPA,-28.4823,135.9125,z
YBUG,-28.5,119.733,z
YGDI,-28.5214,150.32,z
SA26,-28.5262,-59.0385,z
SCFF,-28.5264,-71.0619,z
YNRL,-28.55,141.917,z
SSTD,-28.5508,-51.5961,z
YYUM,-28.563,119.019,z
FAAB,-28.575,16.5333,z
FALY,-28.5817,29.7497,z
YMYT,-28.5827,140.3033,z
FYOG,-28.5847,16.4467,z
YDBI,-28.5879,148.2172,z
SANC,-28.5931,-65.7512,z
YTYH,-28.5947,153.5511,z
SCLL,-28.5964,-70.756,z
SSIR,-28.6042,-53.0789,z
YLTN,-28.6143,122.4287,z
YOUN,-28.615,118.842,z
SA03,-28.6201,-61.6038,z
YSPE,-28.6201,151.9833,z
YEMJ,-28.6333,132.183,z
SA45,-28.6344,-65.1092,z
YGUL,-28.6462,116.3102,z
SSSB,-28.6549,-56.0346,z
SSAK,-28.6579,-53.6101,z
SBJA,-28.6753,-49.0596,z
YMMI,-28.7053,121.891,z
SJGH,-28.7106,-55.9888,z
YRAT,-28.7197,113.7845,z
FAEM,-28.72,31.89,z
SD2N,-28.7207,-53.6453,z
SBCM,-28.7257,-49.4245,z
YBMI,-28.7284,149.5952,z
YTNE,-28.7355,140.04,z
SSEZ,-28.7387,-52.8572,z
YEDA,-28.7408,138.589,z
FARB,-28.741,32.0921,z
YOMI,-28.7604,141.2088,z
YMNW,-28.7633,122.4383,z
YGGE,-28.7649,116.9727,z
YMGS,-28.7896,122.0383,z
YGEL,-28.7961,114.707,z
FACA,-28.8,27.417,z
SSNP,-28.8025,-51.6042,z
FAKM,-28.8028,24.7652,z
FAKK,-28.8086,20.6449,z
FAFB,-28.8231,27.9089,z
YMTC,-28.827,134.3521,z
YPEN,-28.8291,118.831,z
YLIS,-28.8307,153.2584,z
YBNA,-28.8332,153.5615,z
FAGH,-28.8333,29.4667,z
FXLR,-28.8556,28.0528,z
SS23,-28.8603,-51.3344,z
SSSD,-28.8631,-52.5406,z
SJ4M,-28.8729,-53.9144,z
YLEO,-28.8781,121.315,z
FAES,-28.8802,31.4549,z
YCAS,-28.8813,153.0607,z
YANK,-28.8968,136.1708,z
YWMC,-28.9059,136.3406,z
YMNX,-28.9128,121.7988,z
YMAK,-28.9289,134.3285,z
SSVN,-28.9354,-51.5681,z
YMGI,-28.9666,149.053,z
YBLG,-28.9819,140.8577,z
FALQ,-28.9861,29.4797,z
YMAI,-28.9868,134.3914,z
YTFD,-28.9916,151.9301,z
YHRD,-28.9963,144.4528,z
SS3H,-29.0092,-55.7363,z
FXLT,-29.0093,28.8547,z
FAMF,-29.0109,23.8495,z
YDLK,-29.0133,138.481,z
FATP,-29.0351,26.1627,z
YCBP,-29.0383,134.7222,z
YSNF,-29.0419,167.9396,z
SIFQ,-29.0447,-51.1438,z
FAEC,-29.0472,29.9106,z
YGDA,-29.0745,147.387,z
FADC,-29.0746,23.8009,z
SCGV,-29.0844,-71.4672,z
FXPG,-29.0881,28.4972,z
FABL,-29.0927,26.3024,z
YCNX,-29.0952,150.7758,z
YSRD,-29.099,122.4563,z
YEVD,-29.1018,153.4193,z
FAIS,-29.1056,31.4075,z
SATG,-29.1058,-59.2189,z
YYDM,-29.1206,122.0415,z
FAGY,-29.122,30.5867,z
FAPD,-29.1417,19.4131,z
YCTA,-29.143,150.7231,z
SCEC,-29.1449,-70.8878,z
SSBG,-29.1474,-51.5408,z
SSJK,-29.1531,-53.7433,z
SSIQ,-29.1731,-56.5367,z
FALB,-29.1811,27.4536,z
YTRA,-29.186,124.5504,z
SIVZ,-29.1871,-56.5439,z
SBCX,-29.1972,-51.1876,z
YORW,-29.1992,121.438,z
YMRW,-29.2017,116.022,z
SATR,-29.2103,-59.6833,z
SSST,-29.215,-54.8422,z
YKAR,-29.2172,116.6872,z
YBYL,-29.2183,152.6161,z
SATM,-29.2214,-58.0878,z
SANO,-29.2239,-67.4389,z
FXTK,-29.233,28.883,z
YWMG,-29.2357,146.9221,z
YMLR,-29.2467,137.91,z
SCTQ,-29.26,-70.087,z
YPYF,-29.2621,117.669,z
FXSS,-29.2676,28.5523,z
YMEW,-29.2681,115.443,z
SSGA,-29.269,-51.5317,z
FAAG,-29.2818,18.8139,z
FXMK,-29.2818,29.0728,z
YROT,-29.2938,116.8901,z
YDRA,-29.2981,114.9273,z
FXMU,-29.3028,27.5029,z
YEGA,-29.3112,145.8575,z
YASF,-29.3171,151.0562,z
FATN,-29.3178,26.8228,z
FASM,-29.325,30.1492,z
FAKH,-29.3267,21.1886,z
SNWQ,-29.3301,-54.3364,z
FXML,-29.3334,29.1919,z
YKOK,-29.3433,121.4932,z
YTJU,-29.3449,127.1073,z
FANH,-29.356,30.5184,z
FXKA,-29.3637,28.5273,z
SSCN,-29.3701,-50.8317,z
FXKB,-29.3803,28.4907,z
SANL,-29.3816,-66.7958,z
YAIR,-29.3963,149.87,z
SI3Y,-29.3997,-55.2344,z
YJEY,-29.408,121.2712,z
SBTR,-29.4149,-49.81,z
FXBB,-29.425,28.667,z
YPJI,-29.4265,116.2838,z
FAKV,-29.4394,24.9886,z
YPLI,-29.4459,153.2706,z
YTIB,-29.4511,142.058,z
YLRD,-29.4529,147.9771,z
SSEE,-29.4531,-51.9341,z
FXMM,-29.4623,27.5525,z
YYER,-29.4676,121.83,z
YCKA,-29.4767,137.088,z
YCLM,-29.4784,148.7865,z
YMOR,-29.4989,149.845,z
YBGY,-29.505,150.192,z
YOKV,-29.5167,130.867,z
FXTA,-29.5228,28.6158,z
YCBR,-29.5232,148.5782,z
YTHS,-29.5279,115.858,z
YWRL,-29.5362,150.536,z
FXMN,-29.5452,28.2706,z
FAHC,-29.5528,30.2111,z
SWYE,-29.5558,-55.7844,z
SD6H,-29.5633,-51.3746,z
YTOS,-29.566,139.9414,z
YWSI,-29.5667,134.517,z
FXMP,-29.5864,28.6656,z
YMNP,-29.5917,139.052,z
YGSN,-29.6068,117.4018,z
FALE,-29.6144,31.1197,z
FXST,-29.617,28.783,z
YIGR,-29.6333,134.793,z
FAPM,-29.649,30.3987,z
SS2X,-29.6632,-55.9485,z
YMRE,-29.6633,138.065,z
YYAA,-29.665,141.4139,z
YDMF,-29.6674,119.2922,z
YGLI,-29.676,151.6912,z
FXMS,-29.678,28.8051,z
FAPK,-29.6836,22.7706,z
YCNH,-29.6837,115.8937,z
SSSC,-29.6841,-52.4122,z
YMZI,-29.6858,121.0278,z
FAKZ,-29.6884,17.094,z
FASB,-29.6893,17.9396,z
SARL,-29.6894,-57.1521,z
SSNH,-29.6961,-51.0817,z
YSGR,-29.7083,152.928,z
SBSM,-29.7114,-53.6882,z
YWAG,-29.7121,144.171,z
YPMH,-29.716,135.5244,z
YSTC,-29.7167,137.063,z
SSNG,-29.7194,-51.4894,z
SJDU,-29.7281,-56.9608,z
FXSH,-29.7311,28.7679,z
FADZ,-29.75,29.25,z
FAED,-29.75,25.9,z
SD4D,-29.7532,-55.1552,z
YGFN,-29.7548,153.0312,z
FXLS,-29.7556,28.3571,z
FAJF,-29.7625,25.433,z
SSKK,-29.7636,-50.0369,z
FAVG,-29.7706,31.0584,z
SATU,-29.7706,-57.9789,z
YINO,-29.7738,151.166,z
YPOP,-29.7759,122.2689,z
SJWG,-29.7803,-55.6972,z
SBUG,-29.7822,-57.0382,z
FXMT,-29.783,28.767,z
FAUB,-29.7884,29.4983,z
YLLA,-29.7983,133.345,z
FXMF,-29.8011,27.2436,z
SDX7,-29.8045,-55.7857,z
SSLT,-29.8116,-55.8947,z
FXMV,-29.8147,28.8082,z
YBIA,-29.8152,150.5344,z
SSOR,-29.8177,-55.7146,z
YEEB,-29.8325,115.246,z
SCVC,-29.8344,-70.0461,z
FXSM,-29.8386,28.06,z
FXMA,-29.8406,28.7767,z
SI9I,-29.8436,-50.6757,z
SANW,-29.8723,-61.9279,z
FXKY,-29.8845,28.3614,z
SWLU,-29.8866,-50.7365,z
YIVL,-29.8883,151.144,z
SJDJ,-29.8892,-57.1419,z
FXLK,-29.8908,28.6556,z
SSCQ,-29.9002,-54.9294,z
SSOS,-29.9023,-50.2492,z
YMWT,-29.9069,139.765,z
YFTN,-29.9092,139.474,z
FXSE,-29.9158,29.0388,z
SCSE,-29.9162,-71.1995,z
SBCO,-29.9459,-51.1444,z
GCV,-29.9494,-50.9851,z
YCWH,-29.9572,134.1518,z
YLEA,-29.97,114.9831,z
YMIK,-29.9709,136.0746,z
YBRW,-29.9758,146.8144,z
SSJC,-29.9835,-51.3016,z
SBPA,-29.9947,-51.1666,z
SSKS,-30.0019,-52.9408,z
FAHI,-30.0133,20.1392,z
FXNK,-30.0217,28.1969,z
SDE6,-30.0317,-55.3136,z
YWDG,-30.0323,119.3865,z
SCVN,-30.0326,-70.7421,z
YWLG,-30.0328,148.126,z
YBCL,-30.0354,149.3733,z
FXSK,-30.0389,28.3703,z
YBKE,-30.0392,145.952,z
YWHI,-30.0396,138.0587,z
SIXE,-30.0503,-51.4436,z
FXTB,-30.0514,28.4597,z
FXNH,-30.067,27.867,z
SSMK,-30.0733,-51.4097,z
FAPV,-30.0818,24.6796,z
YTOG,-30.083,149.5368,z
SCQT,-30.0964,-71.3641,z
YUPH,-30.1065,150.4043,z
FXQN,-30.1117,28.6719,z
YCAI,-30.1203,120.5713,z
YGAH,-30.1258,149.4346,z
FAVA,-30.1342,18.5267,z
SNJA,-30.1346,-50.5114,z
SSIU,-30.1373,-52.3655,z
FXMH,-30.1445,27.4708,z
SJ3E,-30.1555,-54.5034,z
YBRJ,-30.159,148.9747,z
YMRA,-30.1633,131.625,z
YSCD,-30.1742,122.3222,z
SNEI,-30.175,-52.1695,z
YMEB,-30.1786,135.6736,z
SSEP,-30.1822,-53.5794,z
YBUL,-30.1845,134.9052,z
SNUE,-30.1854,-53.64,z
SSBN,-30.189,-51.1821,z
YBEE,-30.1906,139.5553,z
SCCQ,-30.1989,-71.2469,z
YDWU,-30.1998,116.6554,z
YMLN,-30.203,143.2176,z
SJGF,-30.213,-52.442,z
YMGG,-30.2274,133.9883,z
YEWO,-30.2354,147.517,z
SSTA,-30.2458,-54.8008,z
SAMJ,-30.2482,-68.7648,z
YWWA,-30.2583,149.408,z
YYLD,-30.2614,142.977,z
SCTG,-30.2664,-71.4836,z
FAGA,-30.267,29.967,z
SARM,-30.2719,-57.6402,z
SSRZ,-30.2775,-54.9239,z
YBDS,-30.2889,134.5283,z
YQUA,-30.2915,134.5268,z
YJNB,-30.3027,115.0556,z
YNBR,-30.3192,149.827,z
SUBU,-30.3198,-57.5588,z
YCFS,-30.3206,153.116,z
FAMA,-30.3222,28.7942,z
YBLI,-30.3307,152.4583,z
YTEC,-30.3367,139.665,z
SSSG,-30.345,-54.2678,z
YKAE,-30.36,117.1216,z
YPLG,-30.3667,148.883,z
FAGJ,-30.3833,20.0333,z
YALN,-30.3884,142.6252,z
YQUE,-30.3917,143.142,z
YBBA,-30.3937,150.5977,z
YPKI,-30.4,136.392,z
SUAG,-30.4007,-56.5079,z
YDME,-30.4017,119.83,z
YBBO,-30.4031,135.482,z
YARK,-30.4067,139.346,z
FXQG,-30.4075,27.6933,z
YWVL,-30.4161,151.755,z
YWLN,-30.4217,139.436,z
SCOY,-30.4306,-71.5322,z
SUTG,-30.4366,-57.4467,z
YAMK,-30.4383,137.137,z
YODA,-30.4567,131.823,z
YCRA,-30.4583,147.708,z
FABV,-30.4667,20.4667,z
YBEC,-30.4749,117.8799,z
YOLD,-30.4839,136.8767,z
YCVS,-30.4854,115.0856,z
FAFG,-30.491,21.1217,z
YWMM,-30.4912,152.0838,z
SJ32,-30.503,-54.2797,z
YBTN,-30.5246,132.6753,z
YARM,-30.5281,151.617,z
YLOH,-30.5314,145.1284,z
YBLC,-30.535,139.337,z
SIQI,-30.5364,-50.4674,z
FAHU,-30.5425,29.499,z
SD6A,-30.5475,-52.8975,z
SSWS,-30.5496,-53.4582,z
FADM,-30.5565,29.4082,z
YWYB,-30.5583,133.534,z
SCOV,-30.5592,-71.1756,z
FAHV,-30.5621,25.5293,z
FAHJ,-30.5745,29.9057,z
YVIV,-30.5808,135.7297,z
FAHH,-30.5839,30.5586,z
YBIU,-30.5927,116.7793,z
YLEC,-30.5983,138.426,z
YNPU,-30.6033,138.948,z
YOOK,-30.6183,130.406,z
SCAD,-30.6286,-71.2731,z
FADY,-30.6365,23.9197,z
SCOB,-30.6433,-71.4019,z
YWEO,-30.65,139.35,z
YWMA,-30.6511,142.342,z
YKEL,-30.655,151.638,z
YDNR,-30.6581,150.875,z
YBYR,-30.6582,146.3947,z
YNHS,-30.6731,152.9842,z
SCOT,-30.6765,-71.401,z
YKAY,-30.6793,142.5371,z
SCFJ,-30.68,-71.5786,z
FAAN,-30.6811,26.7301,z
FADA,-30.6922,24.0206,z
SNPV,-30.6925,-50.5571,z
SACM,-30.7006,-64.0431,z
YTAR,-30.7029,134.5828,z
YRXB,-30.7084,136.7107,z
YWSD,-30.7114,141.3976,z
YHGS,-30.7166,129.5081,z
YBOG,-30.7167,150.05,z
SN8F,-30.7254,-53.9806,z
FACB,-30.7339,25.065,z
SCMI,-30.7375,-70.8597,z
SSAU,-30.746,-51.4305,z
SDHX,-30.7502,-51.5354,z
YWNA,-30.7667,134.73,z
YEJI,-30.7695,120.312,z
SCOA,-30.7894,-71.6183,z
YPKG,-30.7915,121.4646,z
YBCB,-30.8214,117.8672,z
YFRT,-30.8366,128.1128,z
YNWL,-30.8393,135.2978,z
YKBG,-30.8406,119.529,z
SIXD,-30.8447,-55.5661,z
YWHC,-30.8518,143.0716,z
FAMG,-30.8574,30.343,z
FABZ,-30.8603,29.8639,z
SACS,-30.8754,-64.9929,z
YQBE,-30.8792,147.842,z
YWOH,-30.88,116.7272,z
YKEP,-30.8911,150.5261,z
YCLG,-30.8973,121.195,z
YKAN,-30.8998,124.8621,z
YJAC,-30.901,132.1837,z
FALF,-30.9064,19.4253,z
YKGA,-30.9144,135.3073,z
YMKB,-30.9185,118.2548,z
YSWK,-30.9246,153.0276,z
YTLP,-30.9255,144.4194,z
SUAY,-30.9383,-57.5175,z
YLGN,-30.9408,127.0288,z
YBAD,-30.9552,149.092,z
SAFS,-30.9575,-61.5283,z
YGDH,-30.9575,150.249,z
FABF,-30.9667,27.6042,z
SACN,-30.9679,-64.2777,z
SURV,-30.9746,-55.4762,z
FABD,-30.9775,26.3081,z
SWCS,-30.9782,-51.9368,z
YCNM,-30.9809,148.3778,z
YGLD,-30.9816,135.7777,z
FACN,-30.9886,22.1317,z
SACL,-31,-63,z
SACC,-31.0058,-64.5319,z
YHAG,-31.0064,126.0777,z
YWCH,-31.0095,151.5474,z
YRAW,-31.013,125.327,z
YOLY,-31.0133,147.711,z
SSDX,-31.014,-51.7085,z
YCNN,-31.0167,123.167,z
SSFC,-31.0225,-54.6217,z
YRWA,-31.0308,125.1947,z
YEUL,-31.0316,148.1758,z
YZAN,-31.0364,123.5679,z
YCDB,-31.0534,135.8644,z
SCCG,-31.0639,-70.9544,z
YBGI,-31.0667,125.667,z
FAMQ,-31.0722,28.3761,z
YKMP,-31.0723,152.7653,z
YSTW,-31.0779,150.8455,z
SJVK,-31.0799,-51.8956,z
YLMB,-31.1,149.933,z
YMEY,-31.1,149.917,z
SSMT,-31.1036,-50.9103,z
YBLM,-31.1186,138.726,z
YKNP,-31.1235,117.906,z
YWPA,-31.1333,138.967,z
YPWR,-31.1442,136.817,z
FAVF,-31.1658,23.8094,z
YDON,-31.1698,117.047,z
YTNN,-31.1833,139.383,z
YKBL,-31.1907,121.5978,z
YWKM,-31.2026,117.3789,z
YFRD,-31.2167,139.75,z
FAUG,-31.22,28.21,z
SCCB,-31.2219,-71.0703,z
SIK7,-31.2311,-53.6726,z
YSCR,-31.24,119.36,z
YHCT,-31.2403,151.432,z
SAFR,-31.2825,-61.5017,z
YWIL,-31.2869,142.651,z
YCNA,-31.2908,141.452,z
YKKH,-31.2917,135.242,z
SAAC,-31.2969,-57.9966,z
YGGO,-31.2987,150.9206,z
FAET,-31.3069,27.8495,z
YCPT,-31.3083,137.4434,z
YTMS,-31.3139,149.8394,z
YWOM,-31.3167,151.133,z
YWSX,-31.319,118.6848,z
SACO,-31.3236,-64.208,z
SSCE,-31.3278,-54.1347,z
YCBB,-31.3325,149.267,z
YBHL,-31.3403,116.188,z
FANV,-31.35,19.1167,z
YGOM,-31.3599,116.8913,z
YBTT,-31.3766,147.6068,z
SSRU,-31.3833,-52.0328,z
FADG,-31.3833,27.0333,z
FAWL,-31.3836,20.9328,z
FAMT,-31.3896,26.3484,z
YMSO,-31.39,151.41,z
SBBG,-31.3905,-54.1122,z
FAGW,-31.3939,29.6935,z
FAVW,-31.3994,23.1564,z
YACS,-31.4167,141.9,z
YDFD,-31.4217,152.7583,z
FARM,-31.4235,23.9782,z
YERU,-31.4345,139.425,z
YPMQ,-31.4358,152.863,z
SUSO,-31.4385,-57.9853,z
YNUB,-31.4417,130.902,z
SACA,-31.4419,-64.2582,z
YLAN,-31.4424,142.1378,z
YTWN,-31.4431,148.8978,z
SACE,-31.4442,-64.2834,z
YMGN,-31.4597,137.1744,z
YGIG,-31.4653,115.863,z
YMVH,-31.4657,119.5308,z
YHRG,-31.466,147.8955,z
YYTA,-31.4706,131.825,z
YMTW,-31.4736,139.111,z
YPRE,-31.4769,149.903,z
FAIW,-31.4833,27.35,z
SACD,-31.4875,-64.1414,z
YQDI,-31.4982,150.5217,z
FACV,-31.5003,19.7259,z
YMDN,-31.522,118.3221,z
YWCA,-31.5221,143.3784,z
YLHI,-31.5382,159.0755,z
YCBA,-31.5383,145.794,z
FAUT,-31.5464,28.6734,z
FAMC,-31.5472,25.0294,z
YNYN,-31.5506,147.203,z
SANU,-31.5715,-68.4182,z
YDPT,-31.5722,125.187,z
YWBH,-31.5766,150.9341,z
SCIL,-31.5778,-71.1108,z
YBVL,-31.5865,150.1745,z
SA40,-31.6028,-68.5473,z
FAPJ,-31.6061,29.5218,z
YKEB,-31.6168,117.7188,z
YGLN,-31.6206,148.1989,z
YCUN,-31.6222,117.217,z
OZKL,-31.6249,142.2961,z
YNTM,-31.6278,116.687,z
YBOV,-31.6394,129.012,z
FAVR,-31.641,18.5448,z
YLUL,-31.6434,140.5129,z
YADU,-31.6525,150.0405,z
SCUU,-31.6534,-71.2433,z
YRYK,-31.6535,138.6095,z
CSA,-31.6615,-63.2771,z
YCMH,-31.665,152.742,z
YPEA,-31.6678,116.015,z
SACI,-31.682,-63.8638,z
SJEC,-31.6867,-52.4677,z
YORA,-31.6914,126.5905,z
YGIL,-31.6971,148.6365,z
YCHR,-31.7,134.833,z
SUFT,-31.7036,-55.9431,z
YECL,-31.7071,128.8772,z
SCNP,-31.7075,-71.2472,z
SAAV,-31.7117,-60.8117,z
YLKS,-31.7149,152.7243,z
SBPK,-31.7173,-52.328,z
YMWO,-31.7183,136.433,z
YWRN,-31.7333,147.803,z
YLVD,-31.7333,135.027,z
SIAP,-31.7344,-54.0892,z
SUVO,-31.7392,-54.5878,z
SUTB,-31.749,-55.9258,z
YHON,-31.7536,140.665,z
YBUT,-31.7645,149.4243,z
YSTR,-31.7667,140.333,z
YCAH,-31.7739,149.6153,z
SSCO,-31.7751,-52.4519,z
YNDR,-31.78,132.223,z
YKWG,-31.785,135.638,z
SCXB,-31.7867,-71.0111,z
SAAP,-31.7948,-60.4804,z
YYOO,-31.8033,136.86,z
YADD,-31.8138,125.9197,z
YBLD,-31.8231,116.7993,z
YMDT,-31.8267,128.23,z
YNOV,-31.8459,123.1922,z
SAAU,-31.855,-59.0756,z
YYRK,-31.8551,116.799,z
YHAW,-31.8559,138.4681,z
YWGM,-31.8639,116.9361,z
YELG,-31.8659,147.978,z
YMBX,-31.8672,127.854,z
SCNK,-31.8731,-70.6183,z
FABT,-31.8732,24.7969,z
SCHO,-31.8828,-71.4764,z
YBRO,-31.8875,118.1151,z
YMAD,-31.8878,127.0256,z
YTRE,-31.8886,152.514,z
YBEW,-31.9167,144.6456,z
YPNG,-31.9167,133,z
FAQT,-31.9202,26.8822,z
SSMH,-31.9294,-52.4636,z
FAFR,-31.9339,21.5025,z
YPPH,-31.9403,115.967,z
SAOD,-31.9452,-65.1463,z
FAKF,-31.9573,29.1745,z
YOBR,-31.9653,152.591,z
YMOE,-31.9661,135.875,z
YTEN,-31.975,139.207,z
YTGI,-31.9764,148.0039,z
YBHI,-32.0014,141.472,z
YCSI,-32.0022,149.961,z
YQDG,-32.005,117.4176,z
YRTI,-32.0067,115.54,z
SJ98,-32.0106,-52.6003,z
YKDL,-32.0239,134.861,z
FABK,-32.035,19.0435,z
YSCO,-32.038,150.832,z
YCKY,-32.0427,126.0912,z
YGCR,-32.0533,151.9761,z
YPMB,-32.0533,139.872,z
YNYM,-32.054,146.3123,z
SJRG,-32.0831,-52.1672,z
YPJT,-32.0975,115.881,z
FAID,-32.1,28.3167,z
YNRB,-32.1075,118.4071,z
YMHL,-32.1128,119.7657,z
YCDU,-32.1306,133.71,z
YBEV,-32.1333,116.95,z
SCLV,-32.1381,-71.3981,z
YHTA,-32.1425,135.099,z
SCDI,-32.1431,-71.5053,z
FACD,-32.1567,25.6456,z
SAOE,-32.1733,-64.0883,z
FACW,-32.177,18.8819,z
FAGR,-32.1936,24.5414,z
YFST,-32.2025,152.4811,z
YNSM,-32.203,121.7581,z
YNRM,-32.2147,148.225,z
YSDU,-32.2167,148.575,z
SCSP,-32.2236,-70.8,z
SSAE,-32.2292,-53.0555,z
YGAD,-32.2408,115.6851,z
YTOT,-32.2562,147.3693,z
YCAG,-32.2805,125.4779,z
YDVE,-32.2833,116.55,z
YNON,-32.2833,123.667,z
FACX,-32.2871,27.1388,z
FABW,-32.3,22.67,z
SAOV,-32.3201,-63.2266,z
YQRN,-32.3257,138.1056,z
SUMO,-32.3379,-54.2167,z
YCIG,-32.338,117.8274,z
YBAL,-32.3468,123.6149,z
SUGN,-32.3478,-57.1894,z
SUPU,-32.3633,-58.0619,z
YMED,-32.3667,142.405,z
SUPC,-32.3796,-58.0298,z
SAOS,-32.3847,-65.1865,z
SACV,-32.3894,-63.2586,z
YWOX,-32.3939,123.9887,z
YSEN,-32.395,115.871,z
YRDA,-32.41,135.485,z
YKOL,-32.4158,136.298,z
YCRT,-32.4167,138.517,z
YWRC,-32.4267,118.908,z
YHYD,-32.4333,118.867,z
FAKI,-32.4338,28.6835,z
YMIV,-32.4442,136.069,z
SCLQ,-32.4525,-71.2589,z
YWEL,-32.4627,148.9909,z
FAAE,-32.4664,24.064,z
YKDN,-32.4674,118.2699,z
SCDL,-32.4719,-70.9931,z
FAZP,-32.4722,28.6505,z
FASL,-32.4882,20.6971,z
YPAG,-32.5069,137.717,z
YMUL,-32.5083,115.842,z
YNIG,-32.5219,136.494,z
YJEM,-32.5232,147.5798,z
SUSG,-32.5265,-55.8416,z
YAMN,-32.5375,137.6933,z
SAMU,-32.5389,-69.3458,z
YPIY,-32.54,117.073,z
YWKW,-32.5482,151.0243,z
YSIA,-32.5575,136.709,z
YMDG,-32.5648,149.6095,z
FATM,-32.5667,27.45,z
YFTA,-32.58,119.703,z
SURB,-32.5831,-53.4542,z
YYUN,-32.5833,139.55,z
FAWR,-32.5899,28.5185,z
FAKO,-32.5928,27.8758,z
SCZC,-32.5953,-71.3472,z
YEES,-32.5997,151.34,z
YSGT,-32.6008,151.1931,z
YTLL,-32.6106,147.5982,z
FACI,-32.6197,19.0038,z
FATR,-32.6397,28.423,z
YDOC,-32.6501,151.209,z
SA05,-32.6599,-62.702,z
YTAD,-32.6659,142.0668,z
YLSK,-32.6663,151.4202,z
SAOM,-32.6836,-62.1578,z
SUYN,-32.6872,-57.6581,z
FAKE,-32.6973,28.3563,z
YMND,-32.7013,151.4929,z
YLVY,-32.7196,119.5058,z
YPKH,-32.7312,148.211,z
FACH,-32.7447,25.7963,z
SCSF,-32.7458,-70.705,z
FAST,-32.7502,25.595,z
YRYL,-32.7709,149.9932,z
YCNK,-32.7875,151.342,z
SCER,-32.7902,-71.5217,z
FAFO,-32.7905,26.5777,z
YFVW,-32.7907,148.7238,z
YORR,-32.791,138.6721,z
YWLM,-32.795,151.834,z
SAMC,-32.8073,-70.0682,z
SCAN,-32.8142,-70.6467,z
SAME,-32.8317,-68.7929,z
YKBY,-32.8366,134.293,z
YMPA,-32.8433,135.145,z
SCQL,-32.8511,-71.2464,z
SAML,-32.8546,-69.7605,z
SAMQ,-32.8653,-68.8719,z
YIVO,-32.8824,144.3107,z
YDNK,-32.8833,143.583,z
YBOC,-32.8899,138.3664,z
FABE,-32.8971,27.2791,z
SAAR,-32.9036,-60.785,z
YNRG,-32.93,117.08,z
FAJV,-32.9391,24.6707,z
SCVM,-32.9496,-71.4786,z
YCUT,-32.9594,142.0556,z
SUVE,-32.9604,-53.9309,z
SA16,-32.9628,-68.8737,z
FASD,-32.9641,17.9693,z
FALW,-32.9689,18.1603,z
SUNM,-32.9696,-57.9824,z
SCOM,-32.9971,-71.1717,z
YPTB,-33.005,138.858,z
SAAG,-33.0056,-58.6128,z
SCSA,-33.0286,-70.88,z
FAEL,-33.0356,27.8259,z
YWUD,-33.0433,135.447,z
FAHF,-33.0461,25.7169,z
SCVH,-33.0508,-70.7089,z
YWHA,-33.0589,137.514,z
YCDO,-33.0657,147.2132,z
YLMQ,-33.066,151.6463,z
SCRD,-33.0681,-71.5575,z
YLKG,-33.0792,119.766,z
SAOC,-33.0851,-64.2613,z
YQON,-33.0868,140.3299,z
YIMB,-33.0932,136.4663,z
YNDG,-33.1043,119.0181,z
YLGC,-33.1069,118.3894,z
YPKS,-33.1314,148.239,z
YEAB,-33.1373,146.4245,z
SJEN,-33.1429,-52.9773,z
SA17,-33.1606,-64.3382,z
FADP,-33.1832,25.1932,z
YJST,-33.1921,138.6155,z
SUTR,-33.1957,-54.3472,z
FAPC,-33.2025,22.0322,z
YSCA,-33.2072,141.173,z
SWAJ,-33.216,-53.2663,z
YPIR,-33.2389,137.995,z
YWVA,-33.2403,151.4297,z
FALS,-33.2462,18.48,z
SUME,-33.2489,-58.0737,z
FAWO,-33.2633,23.4906,z
YHLM,-33.2639,116.8194,z
SCHC,-33.2678,-70.6472,z
SCBL,-33.2731,-71.5253,z
SAOU,-33.2732,-66.3564,z
SCCS,-33.2775,-71.4564,z
YCUA,-33.278,148.7687,z
SCFL,-33.28,-71.3792,z
YLCG,-33.2828,146.3754,z
FAGT,-33.2847,26.4981,z
YMVM,-33.2851,151.2127,z
SUYI,-33.3117,-55.6003,z
FACE,-33.3166,19.4267,z
SCTW,-33.3203,-71.3361,z
SCKL,-33.3311,-70.85,z
YDUM,-33.3333,117.75,z
YWGN,-33.3333,117.367,z
SCHL,-33.3353,-70.9111,z
FALR,-33.337,24.3214,z
SCSG,-33.3533,-71.6261,z
SCVA,-33.3569,-71.3542,z
SUDU,-33.3589,-56.4992,z
YFBS,-33.3636,147.935,z
YCOI,-33.3667,116.217,z
YSMB,-33.3677,151.2998,z
YPCE,-33.3733,142.5864,z
YBUN,-33.3783,115.677,z
SCLC,-33.3808,-70.5822,z
YORG,-33.382,149.1313,z
SA31,-33.3907,-60.1957,z
SCEL,-33.393,-70.7858,z
